Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
age-of-wonders-ii-the-wizards-throne,https://www.metacritic.com/game/pc/age-of-wonders-ii-the-wizards-throne,Gathering,Triumph Studios,12-Jun-02,,"Delivering an invigorating mix of Empire Building, Role-playing, and Warfare, Age Of Wonders II offers the ultimate in fantasy turn-based strategy. Explore a world full of mythical creatures and mysterious lands. Build an impressive force as an all-powerful Wizard through dangerous perils and exhilarating challenges. Now is your time to embrace your destiny and take your rightful place at the head of the Circle, forever. [GodGames] Collapse",86,generally favorable reviews,20,17,3,0,8.7,generally favorable reviews,92,3,4,0,"Strategy, Turn-Based, Fantasy, General, Fantasy",18,T,"#23 Best PC Game of 2002
#76 Most Discussed PC Game of 2002
#32 Most Shared PC Game of 2002"
links-2001,https://www.metacritic.com/game/pc/links-2001,Microsoft Game Studios,Microsoft Game Studios,24-Oct-00,,"Features an all-new graphics rendering engine, perfected ball physics, new tour players and courses, and the new Arnold Palmer Course Designer (APCD). [Microsoft]",86,generally favorable reviews,22,20,2,0,6.4,mixed or average reviews,7,0,0,0,"Sports, Traditional, Individual, Golf, Sim, Sim",18,E,#23 Best PC Game of 2000
everquest-the-ruins-of-kunark,https://www.metacritic.com/game/pc/everquest-the-ruins-of-kunark,Sony Online Entertainment,Sony Online Entertainment,24-Mar-00,,"An entire world with its own diverse species, economic systems, alliances, and politics awaits you. Choose from a variety of races and classes, and begin your quest in any number of cities or villages throughout several continents. From there, equip yourself for adventure, seek allies and knowledge, and head out into a rich world of dungeons, towers, crypts, evil abbeys -- anything conceivable -- even planes and realities beyond your imagination. Learn skills, earn experience, acquire treasure and equipment, meet friends and encounter enemies. A multitude of quests and adventures await, but you choose your role, you define your destiny. [Sony Online Entertainment] Collapse",86,generally favorable reviews,11,10,1,0,8.5,generally favorable reviews,32,0,0,0,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy",,T,"#24 Best PC Game of 2000
#66 Most Shared PC Game of 2000"
full-throttle,https://www.metacritic.com/game/pc/full-throttle,LucasArts,LucasArts,30-Apr-95,,"You're Ben--beaten, framed for murder and left for dead on the roadside. You've got a lump on your back and a feeling in your gut that the road you're on is about to get a lot rougher. Full Throttle features an amazingly simple interface and fast-paced action. Brilliant graphics and animation provide a strong cartoon feel, while the voice acting is powerful and cinematic. Players find themselves racing to the finish to help Ben find the bad guys. Collapse",86,generally favorable reviews,8,6,2,0,8.6,generally favorable reviews,207,22,1,0,"Adventure, General",,,"#1 Best PC Game of 1995
#1 Most Discussed PC Game of 1995
#1 Most Shared PC Game of 1995"
the-lord-of-the-rings-online-shadows-of-angmar,https://www.metacritic.com/game/pc/the-lord-of-the-rings-online-shadows-of-angmar,Midway,Turbine Inc.,24-Apr-07,,"The only massively-multiplayer role-playing game set in J.R.R. Tokien's Middle-earth. Travel with your Fellowship in the fight against the forces of Sauron. Across the wide lands of Middle-earth, the Free Peoples must face the threatening Shadow growing in the East. All of Mordor is stirring as Sauron dispatches the Nazg??l to hunt for the Ring. The rumor of war brings forth many eager adventurers who will find their place among the great events of the Third Age. High deeds call to the willing, for their time is at hand. Hundreds of thousands of people will enter the perpetual world of Middle-earth for the very first time. Prepare yourself to choose a path amongst the likes of Elves, Dwarves, and Humans. Will you choose to fight for the things that bring peace to the land or will you add to the corruption of Middle-earth as the forces of Sauron move swiftly to extinguish all that is good? [Turbine] Collapse",86,generally favorable reviews,40,39,1,0,8,generally favorable reviews,303,60,22,11,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",,T,"#16 Best PC Game of 2007
#15 Most Discussed PC Game of 2007
#18 Most Shared PC Game of 2007"
desperados-iii,https://www.metacritic.com/game/pc/desperados-iii,THQ Nordic,Mimimi Productions,16-Jun-20,"PlayStation 4, Xbox One, Xbox Series X","On his epic journey through 1870s USA and Mexico, John Cooper will have to take responsibility for mistakes that have been made in the past. On his quest for redemption, Cooper joins forces with the runaway bride Kate O'Hara, shady Arthur ""Doc"" McCoy, the giant trapper Hector and a mysterious lady from New Orleans. They make their way from the mountains of Colorado to the heart of Louisiana, then finally to New Mexico, right back into Cooper's past.

You take control of this ragtag band becoming a highly functional group of unlikely heroes and heroines. The leader of his team is Cooper, drifter and gunslinger, who can kill quietly with a knife or take out multiple foes with his revolvers. Strongman Hector carries a giant beartrap and can slay the toughest opponents with his trusty axe. Cold-blooded bounty hunter McCoy likes to be methodical, using lures, knockout gas, poison syringes and a custom long-range pistol. Kate can fool almost any man with the right outfit and kill discretely with her hidden gun.

Combine your specialists to overcome tough challenges in many different ways. Plan your moves wisely and execute them perfectly in real-time to sneak past your enemies while remaining undetected. Collapse",86,generally favorable reviews,61,60,1,0,8.2,generally favorable reviews,700,104,10,13,"Strategy, Real-Time, Tactics",No Online Multiplayer,M,"#18 Best PC Game of 2020
#35 Most Discussed PC Game of 2020"
pony-island,https://www.metacritic.com/game/pc/pony-island,Daniel Mullins Games,Daniel Mullins Games,4-Jan-16,,"Pony Island is a suspense puzzle game in disguise. You are in limbo, trapped in a malevolent and malfunctioning arcade machine devised by the devil himself.",86,generally favorable reviews,29,28,1,0,7.4,mixed or average reviews,255,27,14,4,"Puzzle, General",No Online Multiplayer,,"#23 Best PC Game of 2016
#71 Most Discussed PC Game of 2016"
warhammer-40000-dawn-of-war,https://www.metacritic.com/game/pc/warhammer-40000-dawn-of-war,THQ,"Relic, Relic Entertainment",20-Sep-04,,"Warhammer 40,000: Dawn of War is a science fiction real-time strategy (RTS) game set in the violent, post-apocalyptic universe of the 41st Millennium. Utilizing the exceptional game design skills of Relic Entertainment, Dawn of War provides an immersive entertainment experience of epic proportions. Command hardened troops, deadly vehicles and high tech weaponry with one goal in mind, the complete extermination of the opposition. Whether you lead Humanity's finest - the Space Marines, the diabolic and villainous traitors of man - the Chaos Space Marines, the brutal and savage beasts - the Orks, or the psychic and technologically advanced alien warriors - the Eldar, you control the action and the fate of your race! [THQ] Collapse",86,generally favorable reviews,51,49,2,0,8.7,generally favorable reviews,447,61,11,1,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",8,M,"#18 Best PC Game of 2004
#14 Most Discussed PC Game of 2004
#11 Most Shared PC Game of 2004"
warhammer-online-age-of-reckoning,https://www.metacritic.com/game/pc/warhammer-online-age-of-reckoning,EA Games,EA Mythic,16-Sep-08,,"It is a desperate time for the Emperor. A terrible Chaos Plague defiles his lands, ravaging the populace and weakening his armies. Meanwhile, the Dwarf holds in the nearby World's Edge Mountains have come under siege by a massive greenskin horde. Honor-bound by an ancient oath, the ruler of the greatest nation of men in the Old World has dispatched several regiments to assist the embattled Dwarfs, further depleting the Empire's already thin defenses. In this dark hour, a new threat appears. Under a sky darkened by a crimson eclipse, a great warhost erupts from the wastelands of the north. Bearing the banner of Tzeentch, Changer of the Ways, the army of Chaos marches south for the borders of the Empire, crushing everything in its path. With the Dwarfs fighting desperately to slow the ferocious greenskin ""Waaagh!"", the Emperor realizes that his only hope of defeating the encroaching legions of Chaos lies with the High Elves of Ulthuan. Upon receiving the Emperor's dire plea for help, Finubar, Phoenix King of the High Elves, sets sail at the head of a mighty fleet of warships laden with battalions of High Elf warriors. [Mythic Entertainment] Collapse",86,generally favorable reviews,54,52,2,0,7.9,generally favorable reviews,385,102,20,27,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy",,T,"#11 Best PC Game of 2008
#16 Most Discussed PC Game of 2008"
dead-space-2008,https://www.metacritic.com/game/pc/dead-space-2008,Electronic Arts,EA Redwood Shores,20-Oct-08,"PlayStation 3, Xbox 360","In the bold and often-bloody Dead Space gamers step into a third-person sci-fi survival horror experience that delivers psychological thrills and gruesome action. Set in the cold blackness of deep space, the atmosphere is soaked with a feeling of tension, dread and sheer terror. In Dead Space, players step into the role of engineer Isaac Clarke 每 an ordinary man on a seemingly routine mission to fix the communications systems aboard a deep space mining ship. It is not long before Isaac awakes to a living nightmare when he learns that the ship's crew has been ravaged by a vicious alien infestation. He must fight through the dead silence and darkness of deep space to stay alive. [Electronic Arts] Collapse",86,generally favorable reviews,28,27,1,0,8.3,generally favorable reviews,1912,286,65,49,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",No Online Multiplayer,M,"#12 Best PC Game of 2008
#8 Most Discussed PC Game of 2008
#6 Most Shared PC Game of 2008"
playerunknowns-battlegrounds,https://www.metacritic.com/game/pc/playerunknowns-battlegrounds,"Bluehole, Inc.","Bluehole, Inc., PUBG Corporation",20-Dec-17,"PlayStation 4, Stadia, Xbox One",PLAYERUNKNOWN'S BATTLEGROUNDS is a last-man-standing shooter being developed with community feedback. Players must fight to locate weapons and supplies in a massive 8x8 km island to be the lone survivor. This is BATTLE ROYALE.,86,generally favorable reviews,46,41,5,0,4.7,generally unfavorable reviews,1978,113,101,225,"Action, Shooter, First-Person, Tactical",64,T,"#17 Best PC Game of 2017
#7 Most Discussed PC Game of 2017
#3 Most Shared PC Game of 2017"
thumper,https://www.metacritic.com/game/pc/thumper,"drool Games , Drool","drool Games, Drool",10-Oct-16,"PlayStation 4, PlayStation 5, Stadia, Switch, Xbox One",Thumper is a rhythm violence game. It combines classic rhythm-action with breakneck speed and brutal physicality.,86,generally favorable reviews,10,9,1,0,7.3,mixed or average reviews,54,10,4,2,"Action, Rhythm, Music",No Online Multiplayer,,#24 Best PC Game of 2016
bionic-commando-rearmed,https://www.metacritic.com/game/pc/bionic-commando-rearmed,Capcom,GRIN,13-Aug-08,"PlayStation 3, Xbox 360","Bionic Commando Rearmed sees a return of the intense 2D side-scrolling, shooting, and grappling action from the much-loved 1988 Bionic Commando on the Nintendo Entertainment System. Bionic Commando Rearmed brings the amazing gameplay up to date with new visuals, new weapons, online rankings, a reworked musical score, and the addition of a two-player co-op mode. Local multiplayer mode for up to four players. Total modern visual revamp, including dynamic shadows, particle effects, and environmental damage. Reworking of musical score. Cross-game interoperability - complete specific parts of Bionic Commando Rearmed to unlock new content and hints for the Bionic Commando sequel. In-game art designed by one of Capcom's most talented artists, Toshiaki Mori. [Capcom] Collapse",86,generally favorable reviews,15,13,2,0,6.8,mixed or average reviews,94,12,3,8,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,M,"#13 Best PC Game of 2008
#54 Most Discussed PC Game of 2008
#50 Most Shared PC Game of 2008"
