Title,Original Price,Discounted Price,Release Date,Link,Game Description,Recent Reviews Summary,All Reviews Summary,Recent Reviews Number,All Reviews Number,Developer,Publisher,Supported Languages,Popular Tags,Game Features,Minimum Requirements
Total Conflict: Resistance,$14.49 ,$14.49 ,"21 Apr, 2023",https://store.steampowered.com/app/1860510/Total_Conflict_Resistance/?snr=1_7_7_230_150_16,"Total Conflict: Resistance is a unique symbiosis of global strategy, tactics and first-person action. Realistic mass battles, many types of armored vehicles, weapons, uniforms, unique mechanics, immersive free gameplay. Lead any state and bring it to greatness!",Very Positive,Very Positive,- 80% of the 168 user reviews in the last 30 days are positive.,"- 83% of the 1,373 user reviews for this game are positive.",Thunder Devs.,Thunder Devs.,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Simplified Chinese', 'Russian', 'Ukrainian', 'Korean', 'Portuguese - Portugal', 'Serbian']","['Early Access', 'FPS', 'Tactical', 'Wargame', 'RTS', 'Grand Strategy', 'Real Time Tactics', 'Immersive Sim', 'Combat', 'Cinematic', 'Military', 'Realistic', 'Management', 'War', 'Atmospheric', 'Political Sim', 'Resource Management', 'Choices Matter', 'Economy', 'Strategy']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","Requires a 64-bit processor and operating system | OS: |  Windows 7/8/10 64-bit | Processor: |  Intel or AMD processor, 3.0 GHz or faster | Memory: |  8 GB RAM | Graphics: |  NVIDIA GeForce GTX 1050Ti or AMD Radeon RX 570 series card or higher | DirectX: |  Version 11 | Storage: |  30000 MB available space"
Outward Definitive Edition,$19.99 ,$19.99 ,"17 May, 2022",https://store.steampowered.com/app/794260/Outward_Definitive_Edition/?snr=1_7_7_230_150_16,"No remarkable journey is achieved without great effort. In Outward, the cold of the night or an infected wound can be as dangerous as a predator lurking in the dark. Explore the vast world of Aurai solo or in Co-op. The Definitive Edition features both DLCs and quality of life improvements.",Mostly Positive,Mostly Positive,- 73% of the 184 user reviews in the last 30 days are positive.,"- 73% of the 18,458 user reviews for this game are positive.",Nine Dots Studio,Prime Matter,"['English', 'French', 'German', 'Spanish - Spain', 'Italian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish']","['RPG', 'Open World', 'Survival', 'Co-op', 'Online Co-Op', 'Souls-like', 'Fantasy', 'Adventure', 'Local Co-Op', 'Split Screen', 'Exploration', 'Singleplayer', 'Multiplayer', 'Third Person', 'Difficult', 'Atmospheric', 'Resource Management', 'Realistic', 'Moddable', 'Violent']","['Single-player', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats', 'Remote Play Together']",OS: |  Windows 7 (64 Bit) / 8 (64 Bit) / 10 (64 Bit) | Processor: |  Intel Core i5-750 or equivalent | Memory: |  6 GB RAM | Graphics: |  Nvidia GTX 660 or equivalent | Storage: |  51 GB available space
Ultimate Admiral: Dreadnoughts,$16.49 ,$16.49 ,"25 Jan, 2023",https://store.steampowered.com/app/1069660/Ultimate_Admiral_Dreadnoughts/?snr=1_7_7_230_150_16,"Design warships the way you want them, command fleets, win the naval arms race for your nation!",Mixed,Mostly Positive,- 60% of the 128 user reviews in the last 30 days are positive.,"- 71% of the 3,319 user reviews for this game are positive.",Game-Labs,Game-Labs,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Ukrainian', 'Russian', 'Simplified Chinese']","['Naval Combat', 'Naval', 'Wargame', 'Military', 'Building', 'Historical', 'Simulation', 'Strategy', 'World War II', 'War', 'World War I', 'Grand Strategy', 'RTS', 'Turn-Based Strategy', 'Strategy RPG', 'Submarine', 'Sandbox', 'RPG', 'Economy', 'Realistic']",['Single-player'],"Requires a 64-bit processor and operating system | OS: |  64-bit Windows 7 | Processor: |  Intel Core i5-2500K 3.3GHz, AMD Phenom II X4 940 | Memory: |  4 GB RAM | Graphics: |  Nvidia GeForce GTX 660, AMD Radeon HD 7870 | DirectX: |  Version 11 | Network: |  Broadband Internet connection | Storage: |  4 GB available space"
Assassin's Creed 2,$5.49 ,$5.49 ,"4 Mar, 2010",https://store.steampowered.com/app/33230/Assassins_Creed_2/?snr=1_7_7_230_150_16,"An epic story of family, vengeance and conspiracy set in the pristine, yet brutal, backdrop of a Renaissance Italy. New low price!",Very Positive,Very Positive,- 91% of the 875 user reviews in the last 30 days are positive.,"- 89% of the 41,390 user reviews for this game are positive.",Ubisoft Montreal,Ubisoft,"['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Danish', 'Dutch', 'Korean', 'Swedish']","['Action', 'Open World', 'Parkour', 'Assassin', 'Adventure', 'Stealth', 'Third Person', 'Historical', 'Story Rich', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Conspiracy', 'Action-Adventure', 'Multiplayer', 'Classic', 'Controller', 'Alternate History', 'Sandbox', 'Sci-fi']",['Single-player'],"OS: |  Windows? XP (32-64 bits) /Windows Vista?(32-64 bits) | * |   | Processor: |  Intel Core? 2 Duo 1.8 GHZ or AMD Athlon X2 64 2.4GHZ |   | Memory: |  1.5 GB  Windows? XP / 2 GB Windows Vista? - Windows 7?  |   | Graphics: |  256 MB DirectX?  9.0每compliant card with Shader Model 3.0 or higher (see supported list) |   | DirectX?: |  DirectX 9.0 |   | Hard Drive: |  8 GB free space |   | Sound: |  DirectX 9.0 每compliant sound card  |   | Supported Peripherals: |  Keyboard, mouse, optional controller"
CODE VEIN,$29.99 ,$29.99 ,"26 Sep, 2019",https://store.steampowered.com/app/678960/CODE_VEIN/?snr=1_7_7_230_150_16,"In the face of certain death, we rise. Team up and embark on a journey to the ends of hell to unlock your past and escape your living nightmare in CODE VEIN.",Mostly Positive,Very Positive,- 78% of the 341 user reviews in the last 30 days are positive.,"- 85% of the 37,098 user reviews for this game are positive.",Bandai Namco Studios,Bandai Namco Entertainment,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Traditional Chinese']","['Souls-like', 'Anime', 'Character Customization', 'Action RPG', 'JRPG', 'Co-op', 'Third Person', 'Action', 'Singleplayer', 'Difficult', 'RPG', 'Vampire', 'Multiplayer', 'Dark Fantasy', 'Post-apocalyptic', 'Online Co-Op', 'Hack and Slash', 'Violent', 'Adventure', 'Gore']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",Requires a 64-bit processor and operating system | OS: |  Windows 7 SP1 or Windows 10 (64-bit) | Processor: |  Intel Core i5-2300 | Memory: |  6 GB RAM | Graphics: |  GeForce GTX 760 or Radeon HD 7850 | DirectX: |  Version 11 | Network: |  Broadband Internet connection | Storage: |  35 GB available space | Sound Card: |  DirectX compatible soundcard or onboard chipset | Additional Notes: |  Estimated performance: 1080p/60fps with graphics settings at "Low". Framerate might drop in graphics-intensive scenes.  - 64-bit processor and operating system are required.
OXENFREE II: Lost Signals,$19.99 ,$19.99 ,"12 Jul, 2023",https://store.steampowered.com/app/1574310/OXENFREE_II_Lost_Signals/?snr=1_7_7_230_150_16,"Five years after the events of OXENFREE, Riley returns to her hometown of Camena to investigate mysterious radio signals. What she finds is more than she bargained for.",Very Positive,Very Positive,- 87% of the 295 user reviews in the last 30 days are positive.,- 91% of the 866 user reviews for this game are positive.,Night School Studio,Netflix,"['English', 'French', 'German', 'Japanese', 'Simplified Chinese', 'Italian', 'Spanish - Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese', 'Croatian', 'Hebrew', 'Hindi', 'Indonesian']","['Thriller', 'Supernatural', 'Adventure', 'Mystery', 'Story Rich', 'Exploration', 'Female Protagonist', 'Choose Your Own Adventure', 'Side Scroller', 'Interactive Fiction', 'Horror', 'Point & Click', 'Walking Simulator', 'Choices Matter', 'Narrative', 'Visual Novel', 'Multiple Endings', 'Singleplayer', 'Dark Comedy', 'Psychological Horror']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Requires a 64-bit processor and operating system | OS: |  Windows 10 (64-bit OS required) | Processor: |  Intel Core i5-4570T or AMD | Memory: |  8 GB RAM | Graphics: |  GeForce GTX 650 1GB or Radeon HD 7750 1GB | DirectX: |  Version 11 | Storage: |  6 GB available space
We Love Katamari REROLL+ Royal Reverie,$19.99 ,$19.99 ,"1 Jun, 2023",https://store.steampowered.com/app/1730700/We_Love_Katamari_REROLL_Royal_Reverie/?snr=1_7_7_230_150_16,"The second title in the Katamari Damacy series has returned in a remastered, powered-up version! This new REROLL comes with improved graphics and gameplay enhancements. In Royal Reverie, roll up katamari as the King of All Cosmos in his boyhood!",Very Positive,Overwhelmingly Positive,- 94% of the 39 user reviews in the last 30 days are positive.,- 96% of the 555 user reviews for this game are positive.,MONKEYCRAFT Co. Ltd.,Bandai Namco Entertainment,"['English', 'Japanese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Simplified Chinese', 'Traditional Chinese']","['Action', 'Singleplayer', '3D', 'Cute', 'Third Person', 'Funny', 'Controller', 'Space', 'Local Multiplayer', 'Great Soundtrack', 'Cult Classic', 'Colorful', 'Surreal', 'Puzzle']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Requires a 64-bit processor and operating system | OS: |  Windows 10 64-bit | Processor: |  Intel Core i3-2125 or AMD A8-6600K | Memory: |  4 GB RAM | Graphics: |  GeForce GTX 750 Ti or Radeon HD 6950 or Radeon Vega 11 or Intel Iris Xe | DirectX: |  Version 11 | Storage: |  6 GB available space | Additional Notes: |  Estimated performance: 1080p/60fps with graphics settings at "Low". Framerate might drop in graphics-intensive scenes.  - 64-bit processor and operating system are required.
PC Building Simulator,$10.49 ,$10.49 ,"29 Jan, 2019",https://store.steampowered.com/app/621060/PC_Building_Simulator/?snr=1_7_7_230_150_16,"Build and grow your very own computer repair enterprise as you learn to diagnose, fix and build PCs. With real-world licensed components and comprehensive hardware and software simulation, you can plan and bring your ultimate PC to life.",Very Positive,Very Positive,- 88% of the 334 user reviews in the last 30 days are positive.,"- 94% of the 38,663 user reviews for this game are positive.","Claudiu Kiss, The Irregular Corporation",The Irregular Corporation,"['English', 'French', 'German', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Korean', 'Polish']","['Simulation', 'Education', 'Immersive Sim', 'Building', 'Management', 'Sandbox', 'First-Person', '3D', 'Life Sim', 'Realistic', 'Casual', 'Relaxing', 'Singleplayer', 'Funny', 'Hardware', 'Puzzle', 'Modern', 'Inventory Management', 'Atmospheric', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']",OS: |  Windows 7 or higher | Processor: |  Intel Core i5-2500K or AMD Athlon X4 740 (or equivalent) | Memory: |  4 GB RAM | Graphics: |  GeForce GTX 660 (2048 MB) or Radeon R9 285 (2048 MB) - Integrated GPUs may work but are not supported. | DirectX: |  Version 9.0c | Storage: |  30 GB available space | Sound Card: |  DirectX compatible
Ship of Fools,$8.49 ,$8.49 ,"22 Nov, 2022",https://store.steampowered.com/app/1286580/Ship_of_Fools/?snr=1_7_7_230_150_16,"Ship of Fools is a seafaring cooperative roguelite. Set sail, man the cannons and battle sea monsters through the tempestuous seas of the Archipelago. Are you fool enough to stop the Aquapocalypse?",Mostly Positive,Very Positive,- 73% of the 109 user reviews in the last 30 days are positive.,"- 80% of the 2,276 user reviews for this game are positive.",Fika Productions,Team17,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","['Co-op', 'Roguelite', 'Multiplayer', 'Roguelike', 'Action', 'Action Roguelike', '2D', 'Local Co-Op', 'Cute', 'Colorful', 'Fantasy', 'Online Co-Op', 'Local Multiplayer', 'Naval Combat', 'Singleplayer', 'Combat', 'Indie', 'Great Soundtrack', 'Naval']","['Single-player', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']","Requires a 64-bit processor and operating system | OS: |  Windows 10 (64-bit) | Processor: |  Intel Core i5-2300, 2.8 GHzor AMD FX-4350, 4.2 GHz | Memory: |  6 GB RAM | Graphics: |  NVIDIA GeForce 8800 GT, 512 MBor AMD Radeon HD 6570, 1 GB | DirectX: |  Version 9.0 | Storage: |  2 GB available space | Additional Notes: |  720p @ 30 FPS"
Mega Man 11,$29.99 ,$9.89 ,"2 Oct, 2018",https://store.steampowered.com/app/742300/Mega_Man_11/?snr=1_7_7_230_150_16,"Mega Man is back! The newest entry in this iconic series blends classic, challenging 2D platforming action with a fresh new visual style. The new Double Gear system boosts Mega Man's speed and power for a new twist to the satisfying gameplay the series is known for.",Very Positive,Very Positive,- 85% of the 35 user reviews in the last 30 days are positive.,"- 91% of the 3,091 user reviews for this game are positive.","CAPCOM CO., LTD.","CAPCOM CO., LTD.","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Japanese', 'Simplified Chinese']","['Action', 'Platformer', 'Side Scroller', 'Classic', 'Singleplayer', 'Robots', 'Great Soundtrack', 'Difficult', '2.5D', '2D', 'Adventure', 'Retro', 'Anime', 'Shooter', 'Sci-fi', 'Action-Adventure', '2D Platformer', 'Cute']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Requires a 64-bit processor and operating system | OS: |  OS: Windows 7, 8, 8.1, 10 (64-bit required) | Processor: |  Intel Core i5-3470 3.20GHz or AMD equivalent or better | Memory: |  4 GB RAM | Graphics: |  GeForce GTX 650 | DirectX: |  Version 11 | Network: |  Broadband Internet connection | Sound Card: |  DirectSound (DirectX 9.0c or better) | Additional Notes: |  ?DirectX9.0c is also required ?Hardware specification target﹛Resolution: 1080P/60FPS﹛Display Mode: Windows Mode﹛Anti-aliasing: OFF"
Workers & Resources: Soviet Republic,$16.49 ,$16.49 ,"15 Mar, 2019",https://store.steampowered.com/app/784150/Workers__Resources_Soviet_Republic/?snr=1_7_7_230_150_16,Workers & Resources: Soviet Republic is the ultimate real-time soviet-themed city builder tycoon game. Construct your own republic and transform a poor country into a rich industrial superpower!,Very Positive,Very Positive,"- 94% of the 217 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.","- 92% of the 12,578 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",3Division,3Division,"['English', 'French', 'German', 'Polish', 'Russian', 'Simplified Chinese', 'Spanish - Spain', 'Italian', 'Czech', 'Japanese', 'Portuguese - Brazil', 'Romanian', 'Hungarian', 'Korean', 'Ukrainian']","['City Builder', 'Economy', 'Strategy', 'Simulation', 'Management', 'Building', 'Political Sim', 'Early Access', 'Trains', 'Cold War', 'Indie', 'Transportation', 'Politics', 'Historical', 'Political', 'Realistic', 'Singleplayer', 'Choices Matter', 'Resource Management', 'Multiple Endings']","['Single-player', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']","OS: |  Windows 7 (64-bit), Windows 8 (64-bit), Windows 10 (64-bit) | Processor: |  2,5 GHz Dual Core | Memory: |  8 GB RAM | Graphics: |  DirectX 11 compatible gaming graphics card (2GB RAM or more). Integrated graphics card (like Intel) are not supported | Storage: |  5 GB available space | Sound Card: |  DirectX compatible"
ASTLIBRA Revision,$12.49 ,$12.49 ,"13 Oct, 2022",https://store.steampowered.com/app/1718570/ASTLIBRA_Revision/?snr=1_7_7_230_150_16,"Confront time and fate in the 2D action RPG, Astlibra Revision. Explore meticulously crafted worlds, fight brutal boss battles, and upgrade your skills to take down enemies lurking around every corner.",Very Positive,Overwhelmingly Positive,- 94% of the 540 user reviews in the last 30 days are positive.,"- 96% of the 16,919 user reviews for this game are positive.",KEIZO,WhisperGames,"['English', 'Japanese', 'Simplified Chinese', 'Korean']","['Action RPG', '2D', 'Side Scroller', 'JRPG', 'Drama', 'Metroidvania', 'Time Travel', 'RPG', 'Spectacle fighter', 'Fantasy', 'Action', 'Dragons', 'Swordplay', 'Demons', 'Gothic', 'Futuristic', 'Modern', 'Mythology', 'Adventure', 'Supernatural']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Requires a 64-bit processor and operating system | OS: |  Windows 11/10/8.1/7 64-bit | Processor: |  Core i3-380UM  1.33GHz | Memory: |  4 GB RAM | Graphics: |  Intel HD Graphics | DirectX: |  Version 9.0 | Storage: |  4 GB available space
